instruction_term,count,cuisine
mixture,35,spanish
garlic,34,spanish
bowl,31,spanish
oven,29,spanish
bread,29,spanish
set,29,spanish
cover,29,spanish
let,28,spanish
sugar,28,spanish
pepper,28,spanish
boil,27,spanish
olive,27,spanish
medium,25,spanish
top,25,spanish
flour,25,spanish
pour,24,spanish
dough,24,spanish
well,24,spanish
lemon,24,spanish
aside,24,spanish
make,23,spanish
large,22,spanish
brown,22,spanish
tomatoes,21,spanish
taste,20,spanish
potatoes,19,spanish
small,19,spanish
bring,19,spanish
cut,19,spanish
remaining,18,spanish
hot,18,spanish
onion,18,spanish
eggs,17,spanish
sprinkle,17,spanish
ingredients,17,spanish
mix,17,spanish
put,16,spanish
together,16,spanish
side,16,spanish
simmer,16,spanish
slices,16,spanish
cool,16,spanish
low,16,spanish
allow,16,spanish
hours,16,spanish
time,15,spanish
chicken,15,spanish
stirring,15,spanish
milk,15,spanish
drain,15,spanish
parsley,15,spanish
pot,15,spanish
adding,14,spanish
use,14,spanish
enough,14,spanish
paprika,14,spanish
serving,14,spanish
keep,13,spanish
peel,13,spanish
butter,13,spanish
baking,13,spanish
warm,13,spanish
beat,13,spanish
egg,13,spanish
cooking,13,spanish
tomato,13,spanish
skillet,13,spanish
wine,12,spanish
fry,12,spanish
stock,12,spanish
browned,12,spanish
cooked,12,spanish
reduce,12,spanish
half,12,spanish
beans,12,spanish
blender,12,spanish
sauce,12,spanish
chorizo,12,spanish
golden,12,spanish
sit,12,spanish
paella,12,spanish
sure,11,spanish
another,11,spanish
lightly,11,spanish
dish,11,spanish
juice,11,spanish
mixing,11,spanish
immediately,11,spanish
turn,10,spanish
bit,10,spanish
preheat,10,spanish
cup,10,spanish
almonds,10,spanish
shrimp,10,spanish
cinnamon,10,spanish
pieces,10,spanish
liquid,10,spanish
paper,10,spanish
smooth,10,spanish
spoon,10,spanish
ham,10,spanish
sausage,10,spanish
tender,10,spanish
season,10,spanish
one,10,spanish
vegetables,10,spanish
slightly,9,spanish
covered,9,spanish
cubes,9,spanish
cauliflower,9,spanish
cheese,9,spanish
leave,9,spanish
take,9,spanish
onions,9,spanish
using,9,spanish
slowly,9,spanish
slice,9,spanish
dry,9,spanish
high,9,spanish
bottom,9,spanish
inch,9,spanish
sheet,9,spanish
may,9,spanish
garnish,9,spanish
transfer,9,spanish
skins,9,spanish
saucepan,9,spanish
bake,9,spanish
saffron,8,spanish
sides,8,spanish
fully,8,spanish
flan,8,spanish
peppers,8,spanish
octopus,8,spanish
onto,8,spanish
broiler,8,spanish
whisk,8,spanish
cups,8,spanish
combine,8,spanish
thick,7,spanish
spread,7,spanish
toast,7,spanish
chopped,7,spanish
drizzle,7,spanish
get,7,spanish
almost,7,spanish
turning,7,spanish
start,7,spanish
rack,7,spanish
tablespoons,7,spanish
plate,7,spanish
cake,7,spanish
roll,7,spanish
soup,7,spanish
first,7,spanish
minute,7,spanish
towel,6,spanish
chocolate,6,spanish
molds,6,spanish
boiling,6,spanish
rise,6,spanish
around,6,spanish
desired,6,spanish
push,6,spanish
potato,6,spanish
long,6,spanish
processor,6,spanish
good,6,spanish
food,6,spanish
nice,6,spanish
degrees,6,spanish
like,6,spanish
broth,6,spanish
rabbit,6,spanish
powder,6,spanish
extra,6,spanish
little,6,spanish
least,6,spanish
refrigerate,6,spanish
necessary,6,spanish
wrap,6,spanish
plastic,6,spanish
soft,6,spanish
hour,6,spanish
vinegar,6,spanish
times,6,spanish
must,6,spanish
roasting,5,spanish
separate,5,spanish
best,5,spanish
roast,5,spanish
toss,5,spanish
adjust,5,spanish
back,5,spanish
sauté,5,spanish
size,5,spanish
bell,5,spanish
red,5,spanish
carefully,5,spanish
youre,5,spanish
churros,5,spanish
inches,5,spanish
al,5,spanish
decorate,5,spanish
dente,5,spanish
done,5,spanish
browns,5,spanish
thyme,5,spanish
surface,5,spanish
grill,5,spanish
shake,5,spanish
pastry,5,spanish
completely,5,spanish
crust,5,spanish
saute,5,spanish
fridge,5,spanish
prepare,5,spanish
gently,5,spanish
piece,5,spanish
peas,5,spanish
chop,5,spanish
enjoy,5,spanish
ready,5,spanish
soak,5,spanish
meats,5,spanish
batter,5,spanish
arrange,5,spanish
salad,4,spanish
squeeze,4,spanish
sticking,4,spanish
color,4,spanish
form,4,spanish
shallow,4,spanish
stove,4,spanish
layers,4,spanish
croquettes,4,spanish
container,4,spanish
dissolve,4,spanish
coat,4,spanish
note,4,spanish
dissolved,4,spanish
overnight,4,spanish
legs,4,spanish
finished,4,spanish
flavor,4,spanish
evenly,4,spanish
excess,4,spanish
paste,4,spanish
fall,4,spanish
otherwise,4,spanish
caramelized,4,spanish
lower,4,spanish
rapidly,4,spanish
also,4,spanish
frying,4,spanish
several,4,spanish
return,4,spanish
meanwhile,4,spanish
process,4,spanish
release,4,spanish
tasty,4,spanish
fork,4,spanish
clean,4,spanish
brush,4,spanish
pinch,4,spanish
rub,4,spanish
hand,4,spanish
away,4,spanish
fold,4,spanish
sea,4,spanish
lid,4,spanish
begins,4,spanish
fish,4,spanish
crusty,4,spanish
whisking,4,spanish
blended,4,spanish
translucent,4,spanish
flakes,4,spanish
layer,4,spanish
creamy,4,spanish
leaving,4,spanish
continue,4,spanish
try,4,spanish
last,4,spanish
strips,4,spanish
generously,4,spanish
dishes,4,spanish
temperature,4,spanish
pork,4,spanish
wash,4,spanish
uncover,4,spanish
mixer,4,spanish
blanched,4,spanish
two,4,spanish
skin,4,spanish
towels,4,spanish
heating,4,spanish
meat,4,spanish
cold,4,spanish
cornstarch,4,spanish
bowls,4,spanish
rind,4,spanish
prevent,3,spanish
rolling,3,spanish
along,3,spanish
cube,3,spanish
tail,3,spanish
whites,3,spanish
finish,3,spanish
virgin,3,spanish
deep,3,spanish
discard,3,spanish
orange,3,spanish
caramelize,3,spanish
made,3,spanish
apart,3,spanish
additional,3,spanish
foil,3,spanish
shallot,3,spanish
dunking,3,spanish
rest,3,spanish
refrigerator,3,spanish
medhigh,3,spanish
wide,3,spanish
wooden,3,spanish
quickly,3,spanish
fat,3,spanish
ramekins,3,spanish
crema,3,spanish
yolks,3,spanish
feel,3,spanish
stick,3,spanish
grated,3,spanish
tbsp,3,spanish
mixed,3,spanish
melted,3,spanish
need,3,spanish
puree,3,spanish
comes,3,spanish
almond,3,spanish
chilled,3,spanish
break,3,spanish
whole,3,spanish
fillets,3,spanish
ball,3,spanish
custard,3,spanish
broken,3,spanish
balls,3,spanish
filling,3,spanish
step,3,spanish
longer,3,spanish
dont,3,spanish
tart,3,spanish
chickpeas,3,spanish
boiled,3,spanish
stirred,3,spanish
¼,3,spanish
lay,3,spanish
quite,3,spanish
cutting,3,spanish
constantly,3,spanish
cylinders,3,spanish
black,3,spanish
rounds,3,spanish
mash,3,spanish
strain,3,spanish
light,3,spanish
white,3,spanish
rinse,3,spanish
shape,3,spanish
day,3,spanish
blend,3,spanish
grease,3,spanish
mediumhigh,3,spanish
softened,3,spanish
uncovered,3,spanish
later,3,spanish
cucumber,3,spanish
left,3,spanish
soaked,3,spanish
center,3,spanish
hands,3,spanish
minimum,3,spanish
knead,3,spanish
oiled,3,spanish
speed,3,spanish
tip,3,spanish
aniseeds,3,spanish
scallops,3,spanish
kitchen,3,spanish
melt,3,spanish
zucchini,3,spanish
floured,3,spanish
couple,3,spanish
apples,3,spanish
sausages,3,spanish
prepared,3,spanish
eggplants,3,spanish
prick,3,spanish
consistency,3,spanish
easily,3,spanish
always,3,spanish
check,3,spanish
still,3,spanish
chunks,3,spanish
thicken,3,spanish
seasoning,3,spanish
lentils,3,spanish
spain,3,spanish
spanish,3,spanish
yeast,3,spanish
walnuts,3,spanish
leaves,2,spanish
core,2,spanish
cloth,2,spanish
room,2,spanish
halves,2,spanish
roasted,2,spanish
cloves,2,spanish
fill,2,spanish
really,2,spanish
jam,2,spanish
olives,2,spanish
eggplant,2,spanish
handle,2,spanish
individual,2,spanish
places,2,spanish
broil,2,spanish
used,2,spanish
bay,2,spanish
degree,2,spanish
depending,2,spanish
pulse,2,spanish
edges,2,spanish
tablespoon,2,spanish
end,2,spanish
thickens,2,spanish
served,2,spanish
prep,2,spanish
platter,2,spanish
mussels,2,spanish
ladle,2,spanish
breadcrumbs,2,spanish
texture,2,spanish
shell,2,spanish
catalana,2,spanish
bones,2,spanish
mustard,2,spanish
florets,2,spanish
easy,2,spanish
blending,2,spanish
without,2,spanish
hake,2,spanish
optional,2,spanish
vigorously,2,spanish
divide,2,spanish
mold,2,spanish
submerge,2,spanish
wax,2,spanish
apple,2,spanish
continuously,2,spanish
coated,2,spanish
zest,2,spanish
sherry,2,spanish
mediumlow,2,spanish
juices,2,spanish
making,2,spanish
paddle,2,spanish
starts,2,spanish
cod,2,spanish
absorb,2,spanish
standing,2,spanish
absorbed,2,spanish
next,2,spanish
turmeric,2,spanish
line,2,spanish
crushed,2,spanish
crumble,2,spanish
removes,2,spanish
forms,2,spanish
burn,2,spanish
doesnt,2,spanish
five,2,spanish
cork,2,spanish
ring,2,spanish
pin,2,spanish
knife,2,spanish
dried,2,spanish
mush,2,spanish
tear,2,spanish
pie,2,spanish
fluffy,2,spanish
simply,2,spanish
casserole,2,spanish
entire,2,spanish
watch,2,spanish
topping,2,spanish
closely,2,spanish
needed,2,spanish
distribute,2,spanish
donut,2,spanish
days,2,spanish
airtight,2,spanish
seasoned,2,spanish
evaporated,2,spanish
vanilla,2,spanish
cream,2,spanish
spray,2,spanish
larger,2,spanish
formed,2,spanish
beaten,2,spanish
approximately,2,spanish
doubled,2,spanish
stone,2,spanish
blacken,2,spanish
hard,2,spanish
theyre,2,spanish
find,2,spanish
chill,2,spanish
hell,2,spanish
outside,2,spanish
better,2,spanish
pallerapan,2,spanish
straining,2,spanish
herbs,2,spanish
occasionally,2,spanish
recommend,2,spanish
id,2,spanish
bouillon,2,spanish
level,2,spanish
going,2,spanish
tiny,2,spanish
covering,2,spanish
jar,2,spanish
wont,2,spanish
plum,2,spanish
oils,2,spanish
thickened,2,spanish
anything,2,spanish
steady,2,spanish
gazpacho,2,spanish
begin,2,spanish
kept,2,spanish
fingers,2,spanish
shortly,2,spanish
hight,2,spanish
min,2,spanish
kosher,2,spanish
loosen,2,spanish
spreading,2,spanish
flipping,2,spanish
ensure,2,spanish
rosemary,2,spanish
permitting,2,spanish
colander,2,spanish
point,2,spanish
wire,2,spanish
press,2,spanish
reach,2,spanish
keeps,2,spanish
week,2,spanish
aioli,2,spanish
uncooked,2,spanish
mayonnaise,2,spanish
vegetable,2,spanish
avoid,2,spanish
sticks,2,spanish
mini,2,spanish
purée,2,spanish
slide,2,spanish
slotted,2,spanish
scratch,2,spanish
area,2,spanish
unshelled,2,spanish
tend,2,spanish
substitute,2,spanish
summer,2,spanish
seasonal,2,spanish
often,2,spanish
salting,2,spanish
crispy,2,spanish
even,2,spanish
separating,2,spanish
panko,2,spanish
teaspoon,2,spanish
toasted,2,spanish
italian,2,spanish
go,2,spanish
smoked,2,spanish
mince,2,spanish
mess,2,spanish
taken,2,spanish
order,2,spanish
previously,2,spanish
wedges,2,spanish
escapes,2,spanish
moment,2,spanish
key,2,spanish
patience,2,spanish
something,2,spanish
crunchy,2,spanish
round,2,spanish
single,2,spanish
socarrat,2,spanish
ended,2,spanish
prematurely,2,spanish
seed,2,spanish
delicacy,2,spanish
youve,2,spanish
letting,2,spanish
seconds,2,spanish
gradually,2,spanish
ive,2,spanish
much,2,spanish
worry,2,spanish
flame,2,spanish
name,2,spanish
frothy,2,spanish
takes,2,spanish
stovetop,2,spanish
thoroughly,2,spanish
burning,2,spanish
submerged,2,spanish
actually,2,spanish
crush,2,spanish
part,2,spanish
squeezing,1,spanish
brandy,1,spanish
running,1,spanish
starch,1,spanish
fluff,1,spanish
wet,1,spanish
rinds,1,spanish
proof,1,spanish
coarsely,1,spanish
ripe,1,spanish
ten,1,spanish
working,1,spanish
batches,1,spanish
loaf,1,spanish
heavy,1,spanish
mediumsize,1,spanish
till,1,spanish
depth,1,spanish
enormously,1,spanish
reserve,1,spanish
celsiusgrease,1,spanish
fahrenheit,1,spanish
remainder,1,spanish
peaks,1,spanish
stiff,1,spanish
storing,1,spanish
drops,1,spanish
sift,1,spanish
grapes,1,spanish
hole,1,spanish
filled,1,spanish
stockpot,1,spanish
bare,1,spanish
lukewarm,1,spanish
gets,1,spanish
incorporated,1,spanish
milkwater,1,spanish
grab,1,spanish
stream,1,spanish
slow,1,spanish
restarting,1,spanish
green,1,spanish
cap,1,spanish
draft,1,spanish
ground,1,spanish
chick,1,spanish
spongy,1,spanish
pulp,1,spanish
hide,1,spanish
minced,1,spanish
reheat,1,spanish
aprox,1,spanish
clove,1,spanish
punch,1,spanish
counter,1,spanish
tossing,1,spanish
dash,1,spanish
board,1,spanish
oregano,1,spanish
stems,1,spanish
fabada,1,spanish
rectangle,1,spanish
cubed,1,spanish
reducing,1,spanish
feet,1,spanish
fruit,1,spanish
candied,1,spanish
double,1,spanish
tuck,1,spanish
connect,1,spanish
figurine,1,spanish
ceramic,1,spanish
ends,1,spanish
forming,1,spanish
foilwrapped,1,spanish
tomatoestake,1,spanish
cast,1,spanish
shortening,1,spanish
rid,1,spanish
ole,1,spanish
anchovies,1,spanish
except,1,spanish
chorizos,1,spanish
tightly,1,spanish
thin,1,spanish
misture,1,spanish
sticky,1,spanish
boils,1,spanish
lumps,1,spanish
elastic,1,spanish
bean,1,spanish
wedge,1,spanish
waiting,1,spanish
vinaigrette,1,spanish
simple,1,spanish
buttersugar,1,spanish
plates,1,spanish
lettuce,1,spanish
romaine,1,spanish
chives,1,spanish
cracked,1,spanish
cider,1,spanish
fragrant,1,spanish
iron,1,spanish
soon,1,spanish
wish,1,spanish
firm,1,spanish
browning,1,spanish
preheated,1,spanish
combined,1,spanish
frozen,1,spanish
proteins,1,spanish
irondutch,1,spanish
enamelcast,1,spanish
rare,1,spanish
steak,1,spanish
skirt,1,spanish
nutmeg,1,spanish
easier,1,spanish
glaze,1,spanish
pull,1,spanish
apricot,1,spanish
middle,1,spanish
pale,1,spanish
cookie,1,spanish
hangs,1,spanish
trim,1,spanish
puff,1,spanish
amounts,1,spanish
liberal,1,spanish
salty,1,spanish
probably,1,spanish
greens,1,spanish
oranges,1,spanish
marinate,1,spanish
sprigs,1,spanish
heated,1,spanish
manchego,1,spanish
electric,1,spanish
discarding,1,spanish
switch,1,spanish
minuteschicken,1,spanish
careful,1,spanish
common,1,spanish
bland,1,spanish
prawns,1,spanish
calamari,1,spanish
usually,1,spanish
flavour,1,spanish
important,1,spanish
capsicum,1,spanish
fryer,1,spanish
pass,1,spanish
frequently,1,spanish
basil,1,spanish
quarters,1,spanish
seems,1,spanish
tbsps,1,spanish
sprinkling,1,spanish
properly,1,spanish
tenderslightly,1,spanish
correct,1,spanish
strew,1,spanish
begun,1,spanish
swollen,1,spanish
uncovereddo,1,spanish
rapid,1,spanish
proceeding,1,spanish
advance,1,spanish
twothirds,1,spanish
onehalf,1,spanish
square,1,spanish
stuffed,1,spanish
piquillo,1,spanish
dredge,1,spanish
completed,1,spanish
joining,1,spanish
liberally,1,spanish
accordingly,1,spanish
tablet,1,spanish
presentation,1,spanish
ovals,1,spanish
diagonally,1,spanish
require,1,spanish
basically,1,spanish
scald,1,spanish
hehe,1,spanish
particular,1,spanish
judgement,1,spanish
culinary,1,spanish
rights,1,spanish
within,1,spanish
yes,1,spanish
say,1,spanish
pureeing,1,spanish
marmalade,1,spanish
leche,1,spanish
de,1,spanish
dulce,1,spanish
invert,1,spanish
big,1,spanish
flat,1,spanish
moistclean,1,spanish
bakes,1,spanish
dip,1,spanish
cooled,1,spanish
slush,1,spanish
flameproof,1,spanish
icy,1,spanish
freezer,1,spanish
experience,1,spanish
divine,1,spanish
truly,1,spanish
stay,1,spanish
drink,1,spanish
twice,1,spanish
particles,1,spanish
tray,1,spanish
fine,1,spanish
liters,1,spanish
bowlcontainer,1,spanish
strong,1,spanish
smash,1,spanish
coarse,1,spanish
pulverise,1,spanish
pain,1,spanish
become,1,spanish
available,1,spanish
none,1,spanish
skinless,1,spanish
already,1,spanish
buy,1,spanish
way,1,spanish
parsely,1,spanish
scallions,1,spanish
rising,1,spanish
scoop,1,spanish
doughnuts,1,spanish
peppercorns,1,spanish
spoonful,1,spanish
parchment,1,spanish
secondly,1,spanish
sizzle,1,spanish
look,1,spanish
foods,1,spanish
favorite,1,spanish
expand,1,spanish
strains,1,spanish
natural,1,spanish
cocolate,1,spanish
casing,1,spanish
adds,1,spanish
real,1,spanish
pile,1,spanish
dump,1,spanish
cakes,1,spanish
kind,1,spanish
star,1,spanish
tube,1,spanish
decorators,1,spanish
beating,1,spanish
margarine,1,spanish
churro,1,spanish
height,1,spanish
suitable,1,spanish
bubble,1,spanish
removing,1,spanish
coffee,1,spanish
instant,1,spanish
ice,1,spanish
sautée,1,spanish
prior,1,spanish
liqueur,1,spanish
fit,1,spanish
boscotti,1,spanish
cookies,1,spanish
bias,1,spanish
burnt,1,spanish
dark,1,spanish
shiny,1,spanish
save,1,spanish
every,1,spanish
bottle,1,spanish
foamy,1,spanish
misting,1,spanish
beginning,1,spanish
saved,1,spanish
smoking,1,spanish
placing,1,spanish
upside,1,spanish
tortilla,1,spanish
flattened,1,spanish
nonstick,1,spanish
inot,1,spanish
stated,1,spanish
addition,1,spanish
swirl,1,spanish
sediment,1,spanish
anise,1,spanish
attachment,1,spanish
kielbasa,1,spanish
torn,1,spanish
dipping,1,spanish
pitcher,1,spanish
raisans,1,spanish
taking,1,spanish
pepperpeel,1,spanish
inside,1,spanish
three,1,spanish
change,1,spanish
desalt,1,spanish
night,1,spanish
bacon,1,spanish
veal,1,spanish
steaks,1,spanish
choizo,1,spanish
toated,1,spanish
think,1,spanish
youd,1,spanish
alcohol,1,spanish
gold,1,spanish
shelf,1,spanish
ramekin,1,spanish
evaporates,1,spanish
sweet,1,spanish
spatula,1,spanish
strands,1,spanish
noodles,1,spanish
seasonings,1,spanish
liking,1,spanish
instead,1,spanish
grainy,1,spanish
warmed,1,spanish
turns,1,spanish
curdle,1,spanish
resistance,1,spanish
deseed,1,spanish
portions,1,spanish
throughly,1,spanish
pressured,1,spanish
scrape,1,spanish
attempt,1,spanish
falls,1,spanish
loose,1,spanish
jiggle,1,spanish
flip,1,spanish
connected,1,spanish
run,1,spanish
flans,1,spanish
inserting,1,spanish
doneness,1,spanish
test,1,spanish
door,1,spanish
close,1,spanish
sweeten,1,spanish
honey,1,spanish
remain,1,spanish
liquefy,1,spanish
baked,1,spanish
harden,1,spanish
across,1,spanish
equally,1,spanish
scorch,1,spanish
liquidswatch,1,spanish
directly,1,spanish
row,1,spanish
oz,1,spanish
head,1,spanish
cooker,1,spanish
biscotti,1,spanish
stored,1,spanish
alternate,1,spanish
griddle,1,spanish
work,1,spanish
marinade,1,spanish
steep,1,spanish
please,1,spanish
crumbled,1,spanish
noticed,1,spanish
ml,1,spanish
fl,1,spanish
narrow,1,spanish
aluminum,1,spanish
loosely,1,spanish
blister,1,spanish
pith,1,spanish
ribs,1,spanish
stem,1,spanish
watery,1,spanish
mushy,1,spanish
stand,1,spanish
chilliest,1,spanish
freeze,1,spanish
mm,1,spanish
½,1,spanish
course,1,spanish
pierced,1,spanish
c,1,spanish
f,1,spanish
heaven,1,spanish
tops,1,spanish
idea,1,spanish
mediumhot,1,spanish
machine,1,spanish
glove,1,spanish
thickly,1,spanish
shapes,1,spanish
german,1,spanish
marvel,1,spanish
four,1,spanish
liquor,1,spanish
called,1,spanish
sieve,1,spanish
thermomix,1,spanish
lemons,1,spanish
yummy,1,spanish
sopping,1,spanish
reseason,1,spanish
nicely,1,spanish
dijon,1,spanish
capers,1,spanish
squeezed,1,spanish
highest,1,spanish
leaf,1,spanish
laurel,1,spanish
effect,1,spanish
great,1,spanish
barbeque,1,spanish
recipe,1,spanish
power,1,spanish
style,1,spanish
tapas,1,spanish
alongside,1,spanish
toothpick,1,spanish
skewer,1,spanish
meal,1,spanish
notes,1,spanish
grilled,1,spanish
garbanzo,1,spanish
cumin,1,spanish
though,1,spanish
pestle,1,spanish
mortar,1,spanish
known,1,spanish
lively,1,spanish
rush,1,spanish
guess,1,spanish
processing,1,spanish
immersion,1,spanish
