instruction_sentence,arousal,valence,cuisine
" melt butter or margarine over medium heat in a large, deep skillet",5.244172567595186,5.163100436681223,Italian
 add chicken breast halves to the pan and brown on both sides ,4.05719367570502,5.810855647454009,Italian
" just enough to brown the chicken, not to fully cook it yet",4.44,6.16,Italian
" pour spaghetti sauce into the pan, immediately reduce heat to low, cover, and simmer until the chicken has cooked all the way through, about 15",4.579078052663278,5.68621622792846,Italian
20 minutes but the time will vary depending upon the thickness and size of your chicken breasts,3.5482600778217392,5.755760919959265,Italian
" sprinkle with parsley and cheeses, re",3.095596330275229,6.5281283422459895,Italian
"cover, and simmer just until cheese melts",3.8,6.81,Italian
 about 5 minutes,3.83,5.28,Italian
 serve with cooked spaghetti,4.628463629806359,6.296233458503183,Italian
" add flour, eggs, yolks, olive oil, and salt to the bowl of a food processor",4.373781192195391,6.2907503239901335,Italian
" process until dough comes around the blade of the processor, and continue to blend",5.16975789783683,5.428341601650603,Italian
" add additional flour, a half tablespoon at a time, until dough is smooth and still slightly tacky, about 1 minute",4.4722866008779665,5.8556829555059196,Italian
" if dough is dry, add water, one teaspoon at a time",4.185817974620108,5.98600741922219,Italian
 wrap dough in plastic wrap and let rest at least 1 hour at room temperature,3.7955280920239565,6.512888798947688,Italian
" if resting longer than 4 hours, transfer to refrigerator, where dough can rest up to 12 hours",3.69982374025487,6.885170398405707,Italian
 remove from the refrigerator 1 hour before rolling,6.554113785557987,4.679591836734694,Italian
 unwrap dough and divide into 6 roughly equal portions,4.422579146011914,5.23409285470555,Italian
" on a lightly floured surface, press into a rectangular shape with your palms, and then roll to a dimension of 9” x 12”",3.907748860150651,5.681066460925217,Italian
 dough should be very thin,4.708104526099167,6.034971495970121,Italian
" with the long side perpendicular to you, fold pasta sheet at 3″ intervals to form a flat roll",4.676994467678715,5.461165553266469,Italian
 use a sharp knife to cut into ½,5.075159368795067,4.59193583790629,Italian
" gently use unfurl the pasta, toss lightly with flour if necessary to keep from sticking, and place on a baking sheet, lightly covered with a clean kitchen towel, until ready to cook",3.9006341382319687,6.070611541356179,Italian
 repeat with remaining dough,4.996336206896551,5.645839416058395,Italian
" to boil noodles, bring a large pot of generously salted water to a boil",4.448336933045356,6.056102719033232,Italian
" add noodles, gently stir, and cook, 2 minutes",3.913361884368309,5.600224719101124,Italian
 drain and serve with your favorite sauce,4.089172155884403,5.703129752167189,Italian
" heat the stock in a saucepan until almost boiling, then reduce heat until barely simmering to keep it hot",5.190093554586385,4.934614185529235,Italian
 heat the butter and oil in a deep skillet or heavy bottomed saucepan over medium heat,5.378475236514227,4.653297066701942,Italian
 add the shallots and cook for 1,4.241290322580645,6.196147540983607,Italian
"2 minutes, until soft but not browned",4.63,7.12,Italian
 add the garlic,4.0,6.23,Italian
" add the rice and stir with a wooden spoon until the grains are well coated and glistening, about 1 minute",5.157749200280941,6.038102853390208,Italian
 pour in the wine and stir until it has been completely absorbed,6.505549148633063,5.461200677073538,Italian
" add 1 ladle of hot stock and simmer, stirring until it has been absorbed",4.988621641516379,5.780052991911846,Italian
" after 10 minutes, add the tomatoes",3.9072727272727272,6.238676470588235,Italian
"  continue to add the stock at intervals stirring as before, until the liquid has been absorbed and the tomatoes and rice are tender, but still firm",4.770501648047475,5.495035443648241,Italian
 reserve the last ladle of stock,4.008666319353998,6.317140443307558,Italian
" add the reserved stock, parmesan, basil, salt and pepper",3.9211539640091377,5.731761574294135,Italian
 mix well,4.56,7.67,Italian
" remove from heat, cover and let rest for 2 minutes",4.755994506204592,5.500516237707153,Italian
 sprinkle with additional parmesan when serving,4.187314108146129,6.351501854529452,Italian
 in large heavy pan lightly brown beef and onion in oil,4.484005584493994,4.9763950035691655,Italian
" add tomatoes, paste, water, parsley, salt, sugar, garlic, pepper, and oregano",3.849367088607595,6.165440729483283,Italian
" simmer uncovered, stirring occasionally about 30 minutes",3.83,5.28,Italian
 meanwhile cook lasagne as directed,4.229836829836831,5.71304054054054,Italian
 drain,2.94,3.8,Italian
" in 13x9x2"" baking pan, spread about 1 cup sauce",4.548958333333333,6.58,Italian
" then alternate layers of lasagne, sauce, ricotta, mozzarella and parmesean cheese, ending with sauce, mozzarella and parmesean",4.2357030223390275,6.507581699346405,Italian
 bake at 350 for 40 to 50 minutes until lightly browned and bubbling,4.463616557734205,5.586896551724139,Italian
 allow to stand for 15 minutes,3.5017803953906634,5.637110594486881,Italian
 cut in squares to serve,5.200252631578948,4.75669616519174,Italian
 makes 8 servings,4.772190889370933,5.7949624060150375,Italian
 i make this a lot and serve with italian garlic bread and salad,4.425484115234224,5.874193774770946,Italian
" it always gets a rave review, especially if the mozzarella strings with every bite",5.174221447024172,5.598009855991826,Italian
 in a bowl lightly beat 2 eggs,4.144685100358124,5.202702081277182,Italian
" stir in  cooked rice, melted butter, parmesan cheese, garlic (if using) parsley, seasoned salt and pepper",5.018215475151359,6.330850063202042,Italian
 cover and refrigerate for 30 minutes,4.521770833333333,5.296589861751152,Italian
 roll into 1,3.47,5.66,Italian
inch  balls,3.76,5.86,Italian
 press a cheese cube into each ball then reshape rice balls,4.271401699210141,5.928478909454435,Italian
 place the flour into a small bowl,3.4202194644023516,5.1559339263024135,Italian
 whisk 2 eggs in a small bowl,3.7311357223848325,5.204927742638127,Italian
 place the dry breadcrumbs in a small bowl,3.5033153941744524,5.024446899163641,Italian
" dip each ball into flour, then into the egg and then lastly into the breadcrumbs",3.942593659211145,5.454903744765463,Italian
" heat oil to 375 degrees, then fry rice balls until golden brown (about 4 minutes)",5.003779060375628,5.608482651064996,Italian
 drain on paper towels,2.698819677325658,4.986006915300102,Italian
 heat olive oil in a large heavy pot over medium high heat,5.15011923323826,4.999687198155789,Italian
 cook onion in oil 2 minutes,4.185278471731047,5.148866171003718,Italian
" stir in garlic, celery and carrots and cook for 3 minutes",5.408906305777454,5.382903718797758,Italian
 add and brown crumbled sausage,4.3877800407331975,6.276308139534884,Italian
" add basil, oregano and red pepper",4.378709964412812,6.247816784144831,Italian
 toss to coat,4.618920704845815,5.766436781609196,Italian
 stir in tomatoes and stock,5.599812530833745,5.676659112198955,Italian
 reduce heat and simmer 30 minutes,5.1576051142137445,4.673532338308458,Italian
" if necessary, add an additional cup of stock or water and stir in beans and tiny pasta",5.084925456161387,6.086773342335701,Italian
 8 minutes or until pasta is tender,4.564867332850327,6.138800135386699,Italian
 stir in parsley and serve hot with grated parmesan cheese,4.687165090459401,5.827904680421891,Italian
" dredge each cutlet in flour, dip in egg and coat with bread crumbs",4.110852475271709,5.2340364790915945,Italian
 cover with wax paper and let sit in the refrigerator at least one hour,3.2204556112499465,5.42477706033404,Italian
" heat skillet, add oil and butter",4.52511319234026,4.9637497669215,Italian
 cook cutlets 2 minutes per side,4.446298951531984,5.360349344978166,Italian
 set oven to 350 degrees f,3.442105263157895,5.854015748031496,Italian
" in a bowl, sift together flour, baking powder and almonds",5.1,6.58,Italian
" in another bowl, whisk together, eggs, sugar, butter, vanilla, almond extract and grated orange rind",3.9320033196551245,5.688598711458813,Italian
 stir into flour mixture until a soft sticky dough forms,6.000857718562585,5.496612685736813,Italian
 form into a smooth ball,4.594122652178335,5.898224565736122,Italian
 divide dough in half,4.74235294117647,5.245,Italian
 roll each into a 12,3.47,5.66,Italian
inch long log (doesn't have to be exact),3.43,6.18,Italian
 transfer to a ungreased baking sheet,5.610021321961621,5.991249999999999,Italian
 brush tops with slightly beaten egg white,4.437444688766652,5.198602943743092,Italian
 bake for 20 minutes,4.463616557734205,5.586896551724139,Italian
 remove from oven,4.814043126684636,4.862204724409449,Italian
 let cool on pan for 5 minutes,3.503509183137485,5.779697814969782,Italian
 transfer each log to a cutting board,4.143063063063064,4.473916349809886,Italian
 using a serrated knife cut diagonally into 3/4,5.075159368795067,4.319785953771344,Italian
 stand cookies upright (on cut sides) on baking sheet,4.510633152695562,5.558277089023143,Italian
 bake for 20,5.1,6.17,Italian
"25 minutes longer, or until golden",4.031213389121339,6.245384615384616,Italian
 cool,3.43,6.82,Italian
 note: cookies can be stored in an airtight container for 2 weeks,3.272004716981132,6.291515151515153,Italian
" place mashed potatoes, flour, egg, nutmeg and salt& pepper in a bowl",3.1829166666666664,5.450909090909091,Italian
 knead lightly with your fingertips to make a firm but soft dough,4.643191109114257,6.153856353371426,Italian
 divide dough into 4 even,4.157945668648711,5.763019230769231,Italian
sized pieces and then roll into long sausage shapes on a lightly floured surface,3.626790750640386,5.622412390517034,Italian
 cut the rolls into small 1 inch pieces,4.0510967324490466,4.7223231853455125,Italian
" press each piece over the back of a fork, pressing lightly with 2 fingers",4.446958034298377,5.346725376245509,Italian
 bring a large pot of salted boiling water to simmering point,4.3301094281455805,5.754060674745009,Italian
 drop six to eight gnocchi in water and simmer for 3,4.834728370221328,5.230201342281879,Italian
 remove with a slotted spoon,7.47,3.7,Italian
 serve with your favourite pasta sauce and parmesan cheese,4.580155875055526,6.579381993025385,Italian
" bring water in spaghetti pot to boil, then add pasta",4.400327134252596,6.402416494998711,Italian
" in large bowl mix raw eggs with cheese, add pepper",4.046296202328351,5.333949422231305,Italian
" brown pancetta in a pan, cut into pieces",4.399649122807018,4.3354029850746265,Italian
 melt butter (i use the microwave for the last 2 steps),3.528528370431945,5.773466481417159,Italian
